ticker,start_date,end_date,start_price,end_price,total_return_pct,ann_return_pct,ann_vol_pct,sharpe,max_drawdown_pct,up_days_pct,down_days_pct,avg_up_day_pct,avg_down_day_pct,best_day_pct,worst_day_pct
AAPL,2018-01-02,2022-12-30,40.4794,128.437,217.28978196317144,26.02324632938633,33.50023192990306,0.776807945205818,-38.51772221658231,52.78219395866455,47.05882352941176,1.5231897940743997,-1.466051973244264,11.979754584932456,-12.863358410851266
MSFT,2018-01-02,2022-12-30,79.6334,235.949,196.2940173344351,24.306708752747785,31.057070423985323,0.7826465413806627,-37.14824793007867,53.89507154213037,45.62798092209857,1.3642766326194937,-1.3802677504245826,14.221769023715458,-14.74717902600089
TSLA,2018-01-02,2022-12-30,21.3687,123.18,476.45060298473936,42.03465322914843,65.45065694619849,0.6422342447028698,-73.38829670463693,51.90779014308426,48.012718600953896,3.000731197452548,-2.7770097838952115,19.898547382983644,-21.062822719449226
